,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
5983,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2331-print-chorrillos-lima-lima-casaideal-inmobiliaria,PRINT,-12.1788909,-76.998734,"Calle Ontario 200, La Campiña, Chorrillos",Chorrillos,En construcción,"30 de Noviembre, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Bloque B Flat Tipo 02,Pisos: Entre 1 al 8,2,57.84 m2,"S/ 337,300"
2368,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-cercado-de-lima-lima-lima-my-home,NOVO 3,-12.0732836,-77.03092219999999,jirón José Gálvez 950,Cercado de lima,En planos,"15 de Diciembre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo Único 203,Piso: 2,1,39.00 m2,"S/ 290,000"
35,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2502-malva-jesus-maria-lima-lima-grupo-tyc,MALVA,-12.076928,-77.0549693,Av. Brasil 1775,Jesus Maria,Entrega inmediata,"31 de Octubre, 2023",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,6,"Pisos: 3, 13, 17, 18, 20",3,76.78 m2,"S/ 521,804"
5175,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,Amaranta,-12.0720557,-77.0628819,Av Bolivar 959,Pueblo Libre,En construcción,"30 de Enero, 2026",Banco Scotiabank,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Parque privado', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,AMT - 1515 AL 1915,"Pisos: 15, 16, 17, 18, 19",1,41.06 m2,"S/ 239,077"
2204,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2507-flamingo-jesus-maria-lima-lima-grupo-tyc,FLAMINGO,-12.0668453,-77.04671429999999,Av. Brasil 737.,Jesus Maria,En construcción,"30 de Septiembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 1 B,Pisos: Entre 4 al 16,2,64.00 m2,"S/ 443,638"
902,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2217-albamar-in-1-independencia-lima-lima-albamar-grupo-inmobiliario,Albamar | IN+1,-11.9926823,-77.05762829999999,Av Gerardo Unger 3601,Independencia,En construcción,"31 de Agosto, 2024",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Karaoke', 'Lobby', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO 6,"Pisos: 16, 20, 21, 23, 24",3,80.05 m2,"S/ 366,700"
1522,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3425-alameda-san-miguel-san-miguel-lima-lima-tale-inmobiliaria,Alameda San Miguel,-12.06894549013527,-77.09819108247758,"Esquina Av. Precursores y Av. Elmer Faucett, San Miguel",San Miguel,En planos,"01 de Julio, 2027",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de usos Múltiples', 'Zona de Lavandería', 'Zona de Parrillas']",flat,X07,Pisos: Entre 2 al 21,3,68.69 m2,"S/ 458,000"
604,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2782-lord-nelson-419-miraflores-lima-lima-lateral,LORD NELSON 419,-12.112305195913558,-77.0400981900457,Calle Lord Nelson N° 419 esq. con Calle Mariscal Sucre N° 183,Miraflores,En planos,"30 de Junio, 2025",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Otros']",flat,FL-604-704-804,Piso: 7,3,186.39 m2,"$ 561,330"
5445,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2805-florencia-pueblo-libre-lima-lima-paz,Florencia,-12.0678296,-77.0663472,Avenida Mariano Cornejo 1455,Pueblo Libre,En construcción,"31 de Julio, 2025",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,3,Pisos: Entre 2 al 16,2,57.41 m2,"S/ 377,060"
823,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1689-muv-santiago-de-surco-lima-lima-arquimia,MUV,-12.101978647090483,-76.96451699244943,"Av. Nicolas Rodrigo 250, Monterrico",Santiago De Surco,Entrega inmediata,"30 de Abril, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Boulevard peatonal', 'Cancha de Squash', 'Cancha de Tenis', 'Club House', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Sauna', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 3A,"Pisos: 2, 4, 6, 7",3,90.19 m2,"S/ 819,446"
3383,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3169-milano-28-de-julio-miraflores-lima-lima-binda-y-asociados,Milano - 28 de Julio,-12.126585,-77.03057489999999,Av 28 de Julio 420,Miraflores,En planos,"31 de Marzo, 2026",Banco Scotiabank,"['Gimnasio', 'Minimarket', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,C,Piso: 2,3,75.49 m2,"S/ 746,914"
54,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2279-sevilla-miraflores-lima-lima-edifica,Sevilla,-12.106246107262274,-77.03081131426016,Sevilla 107,Miraflores,Entrega inmediata,"15 de Noviembre, 2023",BBVA,"['Lobby', 'Piscina', 'Sala Bar', 'Zona de Parrillas', 'Otros']",flat,12,Piso: 15,3,147.87 m2,"S/ 1,073,257"
956,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2340-tempo-2-la-victoria-lima-lima-urbana-per%C3%BA,TEMPO 2,-12.0834991,-77.0257982,Av. Paseo de la República 2099 – Santa Catalina,La Victoria,En construcción,"30 de Octubre, 2024",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,TIPO X10-A,"Pisos: 2, 18, 20, 22, 24",2,59.14 m2,"S/ 456,858"
5960,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2763-belisario-967-lince-lima-lima-grupo-sol,Belisario 967,-12.0832017,-77.0444768,Jiron Belisario flores 967 - 973,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,1002,Piso: 10,3,80.11 m2,"S/ 555,000"
6144,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2671-sq-work-living-apartments-surquillo-lima-lima-hl-desarrollos-inmobiliarios,SQ Work & Living Apartments,-12.106244009248115,-77.02674078915153,Av. Paseo de la República 4117,Surquillo,En construcción,"31 de Marzo, 2025",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Sauna', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,Tipo 3A,Pisos: 29 y 30,1,40.16 m2,"S/ 341,675"
5198,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X04,Pisos: Entre 2 al 17,3,65.30 m2,"S/ 367,000"
2966,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3274-magnolia-magdalena-del-mar-lima-lima-abril-grupo-inmobiliario,Magnolia,-12.0916325,-77.0561863,Jr.Flora Tristán 485,Magdalena Del Mar,En planos,"31 de Diciembre, 2025",Banco Scotiabank,"['Areas verdes', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",duplex,MAG-X04B,"Pisos: 7, 9, 11, 13",3,105.62 m2,"S/ 1,008,870"
562,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3203-condominio-villalegre-santiago-de-surco-lima-lima-la-venturosa,Condominio Villalegre,-12.1641991,-76.9895228,Esquina Jiron Dextre con Calle Daniel Mendoza (A 1 cuadra del Parque Villa Alegre),Santiago De Surco,En planos,"31 de Mayo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Sala de usos Múltiples', 'Video vigilancia', 'Otros']",flat,TIPO - 9A,Pisos: Entre 2 al 13,2,69.63 m2,"S/ 320,335"
5806,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2920-abstract-miraflores-lima-lima-urbana-per%C3%BA,Abstract,-12.124144,-77.0219767,Casimiro ulloa 328,Miraflores,En planos,"31 de Julio, 2025",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X04-Torre2,"Pisos: 2, 5, 6, 7",1,32.76 m2,"S/ 379,957"
2138,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3241-residencial-sukha-surquillo-lima-lima-vienna-grupo-inmobiliario,Residencial Sukha,-12.12326071948405,-77.0046061365875,Av. Tomás Marsano 2293,Surquillo,En planos,"30 de Abril, 2026",Banco Interbank,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,2A,Pisos: Entre 2 al 8,3,86.42 m2,"S/ 597,900"
1282,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2893-campo-marte-jesus-maria-lima-lima-flat,CAMPO MARTE,-12.0665991,-77.0442315,Jr. Mogaburos 216 Esquina con Arnaldo Marquez,Jesus Maria,En planos,"30 de Noviembre, 2025",Banco Interbank,"['Gimnasio', 'Piscina', 'Terraza', 'Zona de Parrillas']",flat,TIPO 1 + PATIO,Piso: 2,2,74.97 m2,"S/ 485,000"
1035,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2812-albamar-altuars-lince-lima-lima-albamar-grupo-inmobiliario,Albamar | Altuars,-12.0804374,-77.0340701,AV. PETIT THOUARS 1598,Lince,En construcción,"28 de Febrero, 2025",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,TIPO 1B,Piso: 17,3,142.04 m2,"S/ 879,400"
2586,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3376-naxos-jesus-maria-lima-lima-ifi-inmobiliaria,NAXOS,-12.0797597,-77.0492377,Jr Huascar 1787,Jesus Maria,En planos,"31 de Diciembre, 2025",Banco Interbank,"['Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,1A,"Pisos: 5, 7, 9",2,68.00 m2,"S/ 521,000"
5693,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2064-toscana-lince-lima-lima-toratto-grupo-inmobiliario,TOSCANA,-12.0902366,-77.0357975,Jr. Alayza y Roel N° 2616,Lince,Entrega inmediata,"31 de Agosto, 2023","BBVA, Otros","['Jardin interior', 'Lobby', 'Video vigilancia']",flat,TIPO P,Pisos: Entre 2 al 7,2,62.57 m2,"S/ 564,974"
5766,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3337-vanderghen-400-miraflores-lima-lima-aurora-grupo-inmobiliario,Vanderghen 400,-12.109729,-77.0406876,Av. Jorge Vanderghen 406,Miraflores,En planos,"01 de Junio, 2026",Banco Scotiabank,['Lobby'],flat,FLAT 102,Piso: 1,3,128.00 m2,"$ 400,000"
5362,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2965-santorini-cercado-de-lima-lima-lima-brazil-grupo-inmobiliario,Santorini,-12.073561795487,-77.03112064660345,Av. Alejandro Tirado 731,Cercado de lima,En construcción,"01 de Marzo, 2026",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,S43,Pisos: Entre 8 al 30,2,70.33 m2,"S/ 446,771"
1895,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,Sauco,-12.089912318734548,-77.01939531970038,Av. Javier Prado Este 1091,La Victoria,En construcción,"30 de Junio, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,"SAU-B-701,1301,1901,2501","Pisos: 7, 13, 19, 25",3,90.19 m2,"S/ 599,891"
4434,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2258-s29-magdalena-del-mar-lima-lima-llosa-edificaciones-urban,S29,-12.096069,-77.05514079999999,Av. Salaverry 2900,Magdalena Del Mar,En construcción,"31 de Enero, 2025","Banco BCP, BBVA, Banco Pichincha, Banco Interbank, Banco Scotiabank","['Gimnasio', 'Lobby', 'Piscina', 'Salon Gourmet', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 7P,Piso: 1,2,77.76 m2,"$ 183,077"
6065,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2830-entrenos-magdalena-del-mar-lima-lima-promsal,Entrenos,-12.0923286,-77.0721377,jr tacna 655,Magdalena Del Mar,En construcción,"30 de Septiembre, 2025",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Internet', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,X5,Pisos: Entre 5 al 11,1,33.42 m2,"S/ 217,695"
5018,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2036-parque-gonzales-prada-2-barranco-lima-lima-ee-inmobiliaria,Parque Gonzales Prada 2,-12.1331692,-77.0188752,Parque Gonzales Prada 187,Barranco,Entrega inmediata,"28 de Febrero, 2022",Banco BCP,['Lobby'],duplex,Duplex 03,Piso: 8,3,114.24 m2,"$ 183,000"
6307,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2773-tomasal-1074-santiago-de-surco-lima-lima-xyz-inmobiliaria,Tomasal 1074,-12.1167204,-76.9715532,jirón Tomasal 1074 - Santiago de Surco,Santiago De Surco,En construcción,"31 de Marzo, 2025",Banco BCP,"['Areas verdes', 'Ascensor directo', 'Lobby', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,X03,Piso: 1,1,85.00 m2,"$ 202,300"
401,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2905-bravo-san-borja-lima-lima-grupo-mg,Bravo,-12.102983625557233,-77.01111322460335,Av. Parque Sur 750,San Borja,En construcción,"31 de Mayo, 2025",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza']",flat,3 -I,Piso: 2,3,73.33 m2,"S/ 655,410"
387,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2665-bertolotto-etapa-iv-san-miguel-lima-lima-grupo-tyc,Bertolotto - Etapa IV,-12.0915197,-77.0828203,Av. Bertolotto 760,San Miguel,En construcción,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,5,Pisos: Entre 2 al 16,1,35.78 m2,"S/ 239,169"
3763,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3285-bolona-256-miraflores-lima-lima-ee-inmobiliaria,Boloña 256,-12.1211869,-77.0191803,Av. Monseñor Roca y Boloña 256,Miraflores,En planos,"31 de Agosto, 2025",Banco BCP,['Lobby'],flat,Dpto. 103,Piso: 1,3,152.25 m2,"$ 225,000"
1079,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1810-dos-de-mayo-lince-lince-lima-lima-initalia,Dos de Mayo- Lince,-12.090064996564706,-77.03493570273388,Arenales 2570,Lince,Entrega inmediata,"31 de Julio, 2024",Banco Scotiabank,"['Areas verdes', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,T-1706,Piso: 17,2,51.71 m2,"S/ 449,400"
2024,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2945-aldabas-de-las-gardenias-edificio-residencial-116-santiago-de-surco-lima-lima-grupo-dicon,ALDABAS DE LAS GARDENIAS EDIFICIO RESIDENCIAL 116,-12.12620827016325,-76.98422297768116,Calle Aldabas 116 Esquina con Jr Batallón Callao Sur,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Banco BCP,"['Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas']",flat,TIPO 10,Piso: 6,3,110.61 m2,"$ 216,801"
5042,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3253-camelia-jesus-maria-lima-lima-abril-grupo-inmobiliario,Camelia,-12.0651697,-77.0428974,Av. 28 de julio 340,Jesus Maria,En planos,"30 de Abril, 2026",Banco BCP,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,CAM-1102AL2502,"Pisos: 12, 24, 25",1,35.47 m2,"S/ 215,420"
3380,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3255-clovis-620-pueblo-libre-lima-lima-jopesa,Clovis 620,-12.0728997,-77.0666018,Jr. Clovis 620-622,Pueblo Libre,En planos,"31 de Diciembre, 2025",Banco Interbank,"['Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,X03,Pisos: Entre 3 al 8,2,58.95 m2,"S/ 415,027"
1258,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2717-parque-escardo-san-miguel-lima-lima-capac-asociados,Parque Escardó,-12.0784958,-77.0961743,"José Gabriel Aguilar 260, San Miguel",San Miguel,En planos,"31 de Julio, 2025",Banco Scotiabank,['Lobby'],flat,4B,Pisos: Entre 3 al 10,3,77.00 m2,"S/ 521,053"
5057,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2730-emerald-pueblo-libre-2-pueblo-libre-lima-lima-fai-inmobiliaria,Emerald Pueblo Libre 2,-12.076693493713218,-77.0567324978256,Calle Jose Ugarteche 103 Pueblo Libre,Pueblo Libre,En construcción,"31 de Octubre, 2025",Banco BCP,"['Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,Piso 2 - X12,Piso: 2,2,59.78 m2,"S/ 400,530"
3842,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2251-invent-cuba-jesus-maria-lima-lima-invent,Invent Cuba,-12.0749496,-77.04648759999999,Av. Cuba 1142,Jesus Maria,En construcción,"31 de Diciembre, 2024",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,7 - I,Piso: 2,1,73.30 m2,"S/ 525,394"
4157,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2725-distrito-34-etapa-2-surquillo-lima-lima-grupo-lar,DISTRITO 34 - ETAPA 2,-12.1040361,-77.0184555,Av. República de Panamá 4077,Surquillo,En construcción,"31 de Diciembre, 2025",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,C1,Piso: 19,2,68.00 m2,"S/ 473,821"
3545,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2780-dorue-surquillo-lima-lima-desarrolladora,DORUÉ,-12.108786,-77.0255908,"Av. Domingo Orué 230, Surquillo",Surquillo,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,3,Pisos: Entre 11 al 17,2,63.50 m2,"S/ 510,000"
6392,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2635-art-28-miraflores-lima-lima-edifica,ART 28,-12.1282224,-77.0255233,Av. 28 Julio 815 Miraflores,Miraflores,En construcción,"31 de Enero, 2025",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,5,Pisos: 13 y 15,1,40.12 m2,"S/ 498,258"
6455,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3008-amatista-cercado-de-lima-lima-lima-marte,Amatista,-12.062240165549236,-77.0430357894384,Av. Brasil 325,Cercado de lima,En planos,"31 de Diciembre, 2025",Banco BCP,[],flat,Tipo 6,Pisos: Entre 2 al 27,1,49.40 m2,"S/ 316,179"
908,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3027-qantua-cercado-de-lima-lima-lima-grupo-lar,Qantua,-12.0564006,-77.035479,jr lampa 1237,Cercado de lima,En planos,"31 de Diciembre, 2025","BBVA, Otros","['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala de usos Múltiples', 'Otros']",flat,1E - B,Piso: 1,3,62.22 m2,"S/ 479,213"
1410,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3198-hernandez-1273-pueblo-libre-lima-lima-rb-arquitectura,Hernández 1273,-12.080061208726356,-77.07032557523331,Jirón Daniel Hernández N° 1273,Pueblo Libre,En planos,"31 de Mayo, 2025",Otros,"['Lobby', 'Otros']",duplex,TIPO D1,Piso: 7,3,134.00 m2,"S/ 749,000"
2363,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3381-novo-3-cercado-de-lima-lima-lima-my-home,NOVO 3,-12.0732836,-77.03092219999999,jirón José Gálvez 950,Cercado de lima,En planos,"15 de Diciembre, 2026",Banco Scotiabank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 7,Pisos: Entre 3 al 23,2,56.00 m2,"S/ 355,000"
843,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3318-gaviotas-176-chorrillos-lima-lima-v&v-grupo-inmobiliario,Gaviotas 176,-12.182188,-77.007618,"Av. Las Gaviotas 176, Chorrillos 15064",Chorrillos,En planos,"31 de Mayo, 2027",Otros,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala de Niños', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,T2X01,Pisos: Entre 3 al 14,3,67.77 m2,"S/ 301,000"
2981,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2350-lib-santiago-de-surco-lima-lima-senda,LIB,-12.08374361497263,-76.97898564166586,Calle República de Líbano 115,Santiago De Surco,En construcción,"31 de Octubre, 2024",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Parque privado', 'Piscina', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,8,Pisos: Entre 3 al 11,1,53.19 m2,"S/ 457,900"
519,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3391-aster-reducto-miraflores-lima-lima-aster-homes,ASTER REDUCTO,-12.13373,-77.0231618,AV REDUCTO 1505,Miraflores,En planos,"30 de Diciembre, 2026",Banco Interbank,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Gimnasio', 'Jardin de niños', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,X06,Piso: 4,2,67.76 m2,"S/ 658,983"
3744,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3313-la-fuente-281-san-isidro-lima-lima-tale-inmobiliaria,La Fuente 281,-12.1028277,-77.0566375,"Calle General La Fuente 281, San Isidro",San Isidro,En planos,"30 de Septiembre, 2025",Otros,"['Lobby', 'Terraza']",flat,X203,Piso: 2,3,131.00 m2,"$ 378,700"
5187,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2689-trivento-pueblo-libre-lima-lima-urbalima,TRIVENTO,-12.078120318952418,-77.06859828819913,Calle Eleazar Blanco 300,Pueblo Libre,En construcción,"31 de Octubre, 2024",Banco BANBIF,"['Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza']",flat,Tipo 8,"Pisos: 3, 6, 10, 12",3,66.36 m2,"S/ 481,340"
6100,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3236-wow-santiago-de-surco-lima-lima-arquimia,WOW,-12.1023945,-76.96483649999999,"Jr. Nicolás Rodrigo 250, Monterrico",Santiago De Surco,En planos,"30 de Abril, 2026",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Cancha de Squash', 'Cancha de Tenis', 'Club House', 'Cuarto servicio', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Sala Bar', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Sauna', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 1,Pisos: Entre 1 al 7,1,42.17 m2,"S/ 354,163"
5646,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2072-la-mar-1055-miraflores-lima-lima-tale-inmobiliaria,La Mar 1055,-12.111165980200376,-77.0477521175011,AV LA MAR 1055 MIRAFLORES,Miraflores,En construcción,"15 de Diciembre, 2024",BBVA,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X08,Piso: 4,2,61.46 m2,"$ 182,100"
